Datetime,close,BB_Upper,BB_Lower,SMA5,SMA_9,SMA_20,SMA34,SMA_50,SMA_100,MACD,AO,RSI,IFT_RSI,SAR,ROC,high,low
2024-06-24 12:45:00,545.1,546.1,545.54,545.72,545.86,545.3,545.02,545.36,546.64,0.16,0.7000000000000455,46.84,-0.95,546.95,-0.1,545.84,544.85
2024-06-24 13:00:00,544.19,546.19,545.2,545.32,545.66,545.29,545.01,545.32,546.61,0.04,0.3100000000000591,39.83,-0.52,546.95,-0.42,545.3,544.0
2024-06-24 13:15:00,544.27,546.13,544.92,545.04,545.46,545.29,545.0,545.26,546.57,-0.05,0.03999999999996362,40.67,0.11,546.83,-0.21,544.6,544.02
2024-06-24 13:30:00,544.16,546.0,544.66,544.68,545.24,545.27,544.99,545.19,546.54,-0.13,-0.3100000000000591,39.81,0.45,546.72,-0.23,544.54,543.61
2024-06-24 13:45:00,543.97,545.82,544.41,544.34,545.02,545.25,544.94,545.11,546.5,-0.21,-0.6000000000000227,38.43,0.62,546.53,-0.37,544.42,543.8
2024-06-24 14:00:00,543.63,545.63,544.13,544.04,544.74,545.2,544.89,545.04,546.45,-0.29,-0.8500000000000227,35.88,0.72,546.36,-0.45,544.06,543.55
2024-06-24 14:15:00,543.77,545.34,543.94,543.96,544.53,545.18,544.85,544.97,546.41,-0.34,-0.8899999999999864,37.69,0.75,546.13,-0.43,543.97,543.42
2024-06-24 14:30:00,544.02,545.13,543.82,543.91,544.31,545.19,544.82,544.91,546.37,-0.36,-0.9100000000000819,40.9,0.72,545.86,-0.36,544.16,543.48
2024-06-24 14:45:00,544.22,544.81,543.8,543.92,544.15,545.12,544.81,544.85,546.34,-0.35,-0.8899999999999864,43.46,0.63,545.62,-0.36,544.62,543.98
2024-06-24 15:00:00,544.34,544.49,543.85,544.0,544.06,545.01,544.8,544.8,546.31,-0.33,-0.7999999999999545,44.97,0.42,545.4,-0.24,544.66,544.11
2024-06-24 15:15:00,544.23,544.27,543.9,544.12,544.07,544.95,544.81,544.74,546.27,-0.32,-0.6899999999999409,43.77,0.19,545.2,-0.32,544.41,543.98
2024-06-24 15:30:00,544.08,544.25,543.89,544.18,544.05,544.88,544.81,544.75,546.24,-0.32,-0.6299999999999955,42.13,0.06,545.02,-0.3,544.42,543.93
2024-06-24 15:45:00,542.63,544.3,543.51,543.9,543.88,544.71,544.77,544.72,546.19,-0.44,-0.8700000000000045,30.62,0.36,544.86,-0.45,544.17,542.63
2024-06-25 09:30:00,543.67,544.25,543.46,543.79,543.84,544.59,544.76,544.7,546.15,-0.44,-0.9700000000000273,42.76,0.19,544.6,-0.1,544.07,543.26
2024-06-25 09:45:00,543.1,544.21,543.33,543.54,543.79,544.44,544.71,544.68,546.11,-0.48,-1.1700000000000728,38.75,0.18,544.36,-0.21,543.79,543.03
2024-06-25 10:00:00,544.07,544.25,543.37,543.51,543.82,544.35,544.7,544.68,546.09,-0.43,-1.1900000000000546,47.71,-0.16,544.17,-0.02,544.17,543.03
2024-06-25 10:15:00,543.99,544.28,543.39,543.49,543.82,544.24,544.7,544.66,546.05,-0.39,-1.2100000000000364,47.1,-0.46,542.63,0.0,544.17,543.61
2024-06-25 10:30:00,543.83,544.26,543.38,543.73,543.77,544.15,544.68,544.64,546.02,-0.37,-0.9499999999999318,45.85,-0.64,542.63,0.04,544.26,543.73
2024-06-25 10:45:00,543.66,544.19,543.34,543.73,543.7,544.03,544.66,544.63,545.98,-0.36,-0.92999999999995,44.5,-0.69,542.7,-0.02,543.87,543.43
2024-06-25 11:00:00,544.14,544.15,543.33,543.94,543.69,543.95,544.64,544.62,545.94,-0.31,-0.6999999999999318,49.07,-0.97,542.76,0.02,544.16,543.54
2024-06-25 11:15:00,544.06,544.12,543.33,543.94,543.68,543.9,544.64,544.59,545.91,-0.27,-0.6999999999999318,48.35,-0.98,542.82,-0.03,544.48,543.82
2024-06-25 11:30:00,544.11,544.13,543.33,543.96,543.85,543.9,544.65,544.57,545.87,-0.24,-0.6899999999999409,48.86,-0.82,542.92,-0.04,544.3,543.93
2024-06-25 11:45:00,544.35,544.18,543.62,544.06,543.92,543.9,544.61,544.55,545.84,-0.19,-0.5500000000000682,51.33,-0.48,543.01,0.02,544.43,544.02
2024-06-25 12:00:00,543.93,544.2,543.65,544.12,544.02,543.89,544.53,544.53,545.8,-0.18,-0.40999999999996817,47.09,-0.64,543.1,-0.03,544.35,543.9
2024-06-25 12:15:00,543.62,544.16,543.8,544.01,543.97,543.87,544.48,544.51,545.75,-0.2,-0.4700000000000273,44.12,-0.96,543.18,0.18,543.98,543.42
2024-06-25 12:30:00,543.09,544.16,543.6,543.82,543.87,543.85,544.41,544.48,545.7,-0.25,-0.5899999999999181,39.59,-0.74,544.48,-0.11,543.61,542.91
2024-06-25 12:45:00,542.95,544.14,543.41,543.59,543.77,543.81,544.32,544.45,545.65,-0.3,-0.7300000000000182,38.46,-0.11,544.48,-0.03,543.18,542.53
